Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path
,lodging,263.0,4.4,46.6757095,24.7063358,Alinma Bank,مصرف الانماء,POINT (46.6757095 24.7063358),مدينة الملك عبدالله للطاقة,Nobu Hotel Riyadh,,
&,restaurant,43.0,2.6,46.739367,24.6665203,Al Malaz,الملز,POINT (46.739367 24.6665203),حي الملز,Lacverna Restaurant Cafe,الملز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة الملز.
شيف الشاورما,restaurant,15.0,4.0,46.7123017,24.6447942,National Museum,المتحف الوطني,POINT (46.7123017 24.6447942),حي الفوطة,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.
نصف الطبخة,restaurant,10.0,3.3,46.6791872,24.7429006,King Abdulaziz Road,طريق الملك عبدالعزيز,POINT (46.6791872 24.7429006),حي الورود,,طريق الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة طريق الملك عبدالعزيز.
,restaurant,41.0,3.7,46.7280122,24.78678,Granadia,غرناطيّة,POINT (46.7280122 24.78678),حي الشهداء,Fit House,,
مطعم تكلة لتقديم الوجبات,restaurant,1.0,1.0,46.8454042,24.7164916,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8454042 24.7164916),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.
مطعم منارة الرافدين للمشويات,restaurant,646.0,4.0,46.8483126,24.7221252,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.8483126 24.7221252),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.
&,restaurant,58.0,3.5,46.711683,24.6903047,GOSI,التأمينات الاجتماعية,POINT (46.711683 24.6903047),حي الملك عبدالعزيز,Kitami Sushi Noodles,,
,restaurant,38.0,2.7,46.7674729,24.792931,Al Yarmuk,اليرموك,POINT (46.7674729 24.792931),حي اشبيلية,Herfy,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.
,restaurant,5.0,4.6,46.7322332,24.6056615,Al Iman Hospital,مستشفى الايمان,POINT (46.7322332 24.6056615),حي منفوحة,MFC Madina Fried Chicken,,
شيخ الفطير,restaurant,790.0,3.8,46.7605647,24.7664432,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7605647 24.7664432),حي القدس,,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.
كاريليشز المطبخ الهندي,restaurant,121.0,3.0,46.6938831,24.8047351,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6938831 24.8047351),جامعة الامام محمد بن سعود الاسلامية,,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.
,restaurant,19.0,3.6,46.7797324,24.7726085,Al Hamra,الحمراء,POINT (46.7797324 24.7726085),حي الحمراء,Pakistani,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.
الهنوف للاكلات الجنوبية,restaurant,2.0,3.5,46.8126581,24.723917,As Salam,السلام,POINT (46.8126581 24.723917),حي النسيم الغربي,,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.
مطعم الوجبات السريعة,restaurant,4.0,3.0,46.710721,24.6817007,Al Wizarat,الوزارات,POINT (46.710721 24.6817007),حي الوزارات,,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات
بوفيه وادي الغدير,restaurant,102.0,3.5,46.6490141,24.7709336,KAFD,المركز المالي,POINT (46.6490141 24.7709336),حي الغدير,,المركز المالي,اركب المترو من المحطة الحالية، وأخرج عند محطة المركز المالي.
كيتشن,restaurant,3.0,3.7,46.767167,24.7924575,Al Yarmuk,اليرموك,POINT (46.767167 24.7924575),حي اشبيلية,,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.
مطاعم المربع,restaurant,143.0,4.1,46.7093125,24.6455625,National Museum,المتحف الوطني,POINT (46.7093125 24.6455625),حي الفوطة,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.
فرن الدار,restaurant,15.0,3.5,46.658186,24.7947733,Ar Rabi,الربيع,POINT (46.658186 24.7947733),حي الربيع,,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.
,restaurant,2818.0,3.4,46.6813109,24.6874508,King Fahd Library,مكتبة الملك فهد,POINT (46.6813109 24.6874508),حي العليا,Makani Cuisine,مكتبة الملك فهد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مكتبة الملك فهد.
,restaurant,13.0,3.5,46.6219684,24.7151975,King Saud University,جامعة الملك سعود,POINT (46.6219684 24.7151975),جامعة الملك سعود,Deli Sandwich,جامعة الملك سعود,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة جامعة الملك سعود.
مطعم بركات النكهة الباكستانية,restaurant,1.0,5.0,46.853396,24.7090723,Hassan Bin Thabit street,شارع حسان بن ثابت,POINT (46.853396 24.7090723),حي النسيم الغربي,,شارع حسان بن ثابت,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة شارع حسان بن ثابت.
,restaurant,616.0,4.2,46.7853125,24.6825625,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7853125 24.6825625),حي الروابي,Taza Broasted,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.
مطابخ وقرصان الليالي الذهبية,restaurant,130.0,4.1,46.8131914,24.7237022,As Salam,السلام,POINT (46.8131914 24.7237022),حي النسيم الغربي,,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.
مطاعم بهار و صنارة للمأكولات البحرية,restaurant,61.0,4.5,46.7642116,24.7702043,Khalid Bin Alwaleed Road,طريق خالد بن الوليد,POINT (46.7642116 24.7702043),حي الحمراء,,طريق خالد بن الوليد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة طريق خالد بن الوليد.
,restaurant,104.0,3.8,46.7947609,24.6862201,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7947609 24.6862201),حي الروابي,Masami Sushi,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.
,restaurant,251.0,3.9,46.6792416,24.7065844,Alinma Bank,مصرف الانماء,POINT (46.6792416 24.7065844),مدينة الملك عبدالله للطاقة,Greens Restaurant Olaya Riyadh,,
,restaurant,117.0,4.4,46.6928179,24.8060753,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6928179 24.8060753),جامعة الامام محمد بن سعود الاسلامية,Rosalia Wagyu Burger,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.
